datetime,pm10,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2025-12-16 23:00:00,15.597,-1.8,81,0.0,7.9
2025-12-17 00:00:00,15.55,-1.4,77,0.0,8.7
2025-12-17 01:00:00,15.166,-1.0,77,0.0,6.9
2025-12-17 03:00:00,17.818,-1.8,83,0.0,6.8
2025-12-17 04:00:00,22.566,-2.0,86,0.0,5.8
2025-12-17 05:00:00,22.042,-1.5,85,0.0,7.2
2025-12-17 07:00:00,18.051,-0.2,82,0.0,12.9
2025-12-17 08:00:00,21.291,0.0,81,0.0,14.7
2025-12-17 09:00:00,24.546,0.9,77,0.0,15.4
2025-12-17 10:00:00,22.647,2.8,66,0.0,15.6
2025-12-17 11:00:00,22.056,4.2,60,0.0,12.2
2025-12-17 17:00:00,24.321,3.0,85,0.0,13.7
2025-12-17 18:00:00,29.902,2.5,89,0.0,13.9
2025-12-17 19:00:00,31.085,2.6,92,0.0,14.5
2025-12-17 20:00:00,30.676,2.3,94,0.0,14.4
2025-12-17 21:00:00,17.53,2.0,95,0.0,13.8
2025-12-17 22:00:00,17.909,2.0,95,0.0,14.2
2025-12-17 23:00:00,16.297,2.2,95,0.0,13.8
2025-12-18 00:00:00,15.943,2.2,96,0.0,13.2
2025-12-18 01:00:00,14.998,2.2,95,0.0,10.9
2025-12-18 02:00:00,15.854,2.0,96,0.0,11.1
2025-12-18 03:00:00,12.925,1.7,96,0.0,11.3
2025-12-18 04:00:00,13.901,1.8,96,0.0,12.1
2025-12-18 05:00:00,13.468,2.4,96,0.0,13.2
2025-12-18 07:00:00,14.802,2.8,95,0.0,13.0
2025-12-18 08:00:00,16.705,3.5,94,0.0,14.2
2025-12-18 09:00:00,19.402,4.4,92,0.0,15.4
2025-12-18 16:00:00,15.594,6.9,80,0.0,13.6
2025-12-18 17:00:00,20.43,6.0,82,0.0,16.3
2025-12-18 18:00:00,23.677,5.7,82,0.0,17.5
2025-12-18 19:00:00,23.392,5.8,83,0.0,18.3
2025-12-18 20:00:00,26.016,5.8,83,0.0,18.8
2025-12-18 21:00:00,24.157,5.8,82,0.0,19.1
2025-12-18 22:00:00,20.35,6.1,79,0.0,18.1
2025-12-18 23:00:00,16.979,6.2,77,0.0,17.3
2025-12-19 00:00:00,16.166,6.2,75,0.0,17.8
2025-12-19 01:00:00,12.205,6.1,72,0.0,16.2
2025-12-19 02:00:00,8.733,7.1,67,0.0,18.2
2025-12-19 03:00:00,9.148,7.1,66,0.0,16.7
2025-12-19 04:00:00,8.443,6.5,69,0.0,16.1
2025-12-19 05:00:00,5.045,6.2,71,0.0,17.0
2025-12-19 07:00:00,8.368,6.1,69,0.0,15.3
2025-12-19 08:00:00,11.366,6.3,68,0.0,15.9
2025-12-19 09:00:00,8.877,6.3,68,0.0,15.8
2025-12-19 10:00:00,15.705,8.1,63,0.0,16.2
2025-12-19 11:00:00,17.85,9.5,60,0.0,15.9
2025-12-19 12:00:00,18.718,10.1,58,0.0,15.7
2025-12-19 13:00:00,21.438,10.7,60,0.0,15.4
2025-12-19 14:00:00,25.933,9.7,64,0.0,15.4
2025-12-19 15:00:00,31.171,9.0,67,0.0,14.2
2025-12-19 16:00:00,33.091,8.4,71,0.0,14.4
2025-12-19 17:00:00,28.552,8.1,74,0.0,14.0
2025-12-19 18:00:00,26.735,8.3,74,0.0,13.7
2025-12-19 19:00:00,30.437,7.6,78,0.0,13.9
2025-12-19 20:00:00,26.093,7.4,78,0.0,14.2
2025-12-19 21:00:00,23.057,7.1,81,0.0,12.9
2025-12-19 22:00:00,24.699,7.8,79,0.1,12.1
2025-12-19 23:00:00,20.475,7.6,82,0.1,11.8
2025-12-20 01:00:00,12.369,6.7,93,0.1,10.2
2025-12-20 02:00:00,15.845,6.5,94,0.3,8.6
2025-12-20 03:00:00,14.027,6.3,94,0.1,8.8
2025-12-20 04:00:00,10.966,6.3,93,0.2,9.2
2025-12-20 05:00:00,9.608,6.2,94,0.0,6.5
2025-12-20 06:00:00,7.608,6.0,95,0.0,5.8
2025-12-20 07:00:00,7.938,4.7,95,0.0,3.1
2025-12-20 08:00:00,11.259,5.2,93,0.0,2.2
2025-12-20 09:00:00,13.203,6.1,91,0.0,2.7
2025-12-20 10:00:00,13.603,6.9,93,0.0,3.5
2025-12-20 11:00:00,13.68,7.8,91,0.0,4.6
2025-12-20 12:00:00,12.996,8.5,86,0.0,4.6
2025-12-20 13:00:00,12.788,8.6,82,0.0,4.1
2025-12-20 14:00:00,10.709,8.6,81,0.0,4.5
2025-12-20 15:00:00,14.965,7.8,87,0.0,4.4
2025-12-20 16:00:00,17.489,6.9,92,0.0,8.1
2025-12-20 17:00:00,15.463,6.6,92,0.0,7.6
2025-12-20 18:00:00,24.651,6.1,93,0.0,7.3
2025-12-20 19:00:00,23.174,6.1,94,0.0,8.3
2025-12-20 20:00:00,27.298,5.9,92,0.0,8.6
2025-12-20 21:00:00,24.997,5.6,92,0.0,7.6
2025-12-20 22:00:00,22.89,5.6,91,0.0,8.6
2025-12-20 23:00:00,22.264,5.3,90,0.0,5.6
2025-12-21 00:00:00,14.708,4.8,87,0.0,2.2
2025-12-21 01:00:00,17.085,4.8,94,0.0,7.8
2025-12-21 02:00:00,16.822,4.8,94,0.0,10.6
2025-12-21 03:00:00,15.799,4.4,93,0.0,10.1
2025-12-21 04:00:00,12.035,3.7,92,0.0,9.0
2025-12-21 05:00:00,15.618,3.0,91,0.0,9.7
2025-12-21 06:00:00,15.862,2.8,89,0.0,10.2
2025-12-21 07:00:00,8.936,2.3,90,0.0,10.4
2025-12-21 08:00:00,5.636,2.2,89,0.0,10.6
2025-12-21 09:00:00,6.304,3.4,81,0.0,12.2
2025-12-21 10:00:00,8.294,5.8,72,0.0,13.3
2025-12-21 11:00:00,12.522,7.8,65,0.0,11.2
2025-12-21 12:00:00,13.626,8.9,61,0.0,10.1
2025-12-21 13:00:00,15.089,9.4,62,0.0,6.0
2025-12-21 14:00:00,17.038,8.9,63,0.0,8.6
2025-12-21 15:00:00,14.121,7.6,65,0.0,9.9
2025-12-21 16:00:00,6.408,5.3,71,0.0,9.0
2025-12-21 18:00:00,8.26,3.7,75,0.0,9.8
2025-12-21 19:00:00,11.616,4.0,74,0.0,10.4
2025-12-21 20:00:00,13.885,3.6,78,0.0,11.7
2025-12-21 21:00:00,15.653,3.2,83,0.0,14.1
2025-12-21 22:00:00,7.925,3.0,88,0.0,16.5
2025-12-21 23:00:00,14.726,3.0,87,0.0,16.7
2025-12-22 00:00:00,14.339,2.7,87,0.0,16.8
2025-12-22 01:00:00,14.681,2.4,85,0.0,15.5
2025-12-22 02:00:00,8.22,2.2,86,0.0,14.4
2025-12-22 03:00:00,9.744,2.2,89,0.0,12.3
2025-12-22 04:00:00,7.837,2.2,90,0.0,9.2
2025-12-22 05:00:00,7.581,2.2,91,0.0,8.7
2025-12-22 07:00:00,1.9,1.8,90,0.0,13.6
2025-12-22 08:00:00,6.126,1.9,90,0.0,13.1
2025-12-22 09:00:00,12.128,2.5,90,0.0,14.9
2025-12-22 10:00:00,12.678,3.0,89,0.0,14.1
2025-12-22 11:00:00,13.248,3.0,88,0.0,14.4
2025-12-22 12:00:00,10.455,3.0,87,0.0,13.8
2025-12-22 13:00:00,12.932,2.7,87,0.0,15.8
2025-12-22 14:00:00,15.593,2.8,86,0.0,16.2
